borrowerid,borrowername,region,country,IQ_INDUSTRY_SECTOR,parent,parentticker,ticker,companyisprivate
3524,Hyd International Holding Ltd,,China,Consumer Discretionary,Aviation Industry Corp of China Ltd (AVIC),,,
3525,Urumqi Real Estate Development (Group) Co Ltd,,China,Real Estate,Urumqi Real Estate Development (Group) Co Ltd,,,
3526,GMK Holdings Co Ltd,,China,Materials,GMK Holdings Co Ltd,,,
3527,Enshi Urban Construction Investment Co Ltd,,China,Industrials,Enshi Urban Construction Investment Co Ltd,,,
3528,Huaibei Mining Holdings Co Ltd,,China,Materials,Huaibei Mining Group Co Ltd,,,
3529,Anhui Xinhua Distribution Group Holding Co Ltd,,China,Communication Services,Anhui Xinhua Distribution Group Holding Co Ltd,,,
3530,Shenzhen Expressway Co Ltd,,China,Industrials,Shenzhen International Holdings Ltd,,,
3531,China Petrochemical Corp,,China,Energy,China Petrochemical Corp,,,
3532,Shenyang Metro Group Co Ltd,,China,Industrials,Shenyang Metro Group Co Ltd,,,
3533,Australian Gas Networks Ltd,,Australia,Utilities,CK Hutchison Holdings Ltd,,,
3534,Talent Yield International Ltd,,China,noinfo,Beijing Enterprises Group Co Ltd,,,
3535,Han's Group Co Ltd,,China,Industrials,Han's Group Co Ltd,,,
3536,Hytera Communications Corp Ltd,,China,Communication Services,Hytera Communications Corp Ltd,,,
3537,Southwest Cement Co Ltd,,China,Industrials,Xinjiang Tianshan Cement Co Ltd,,,
3538,Loudi Wanbao New District Development Investment Group Co Ltd,,China,Real Estate,Loudi Wanbao New District Development Investment Group Co Ltd,,,
3539,Binhai Agriculture & Tourism Group Co Ltd,,China,Utilities,Binhai Agriculture & Tourism Group Co Ltd,,,
3540,Uzma Bhd,,Malaysia,Energy,Uzma Bhd,,,
3541,BIM Land JSC,,Vietnam,Real Estate,BIM Land JSC,,,
3542,Guangdong Energy Group Co Ltd,,China,Utilities,Guangdong Hengjian Investment Holdings Co Ltd,,,
3543,Haining Jianshan New Area Development Co Ltd,,China,Industrials,Haining Jianshan New Area Development Co Ltd,,,
3544,Chongqing Water Group Co Ltd,,China,Utilities,Chongqing Water Assets Management Co Ltd,,,
3545,Weifang Caixin State Owned Assets Management Co Ltd,,China,Real Estate,Weifang Caixin State Owned Assets Management Co Ltd,,,
3546,PT Pupuk Indonesia,,Indonesia,Materials,PT Pupuk Indonesia,,,
3547,Nanjing Communications Construction Investment Control Stock (Group) Co Ltd,,China,Industrials,Nanjing Communications Construction Investment Control Stock (Group) Co Ltd,,,
3548,PT Pembangunan Jaya Ancol,,Indonesia,Consumer Discretionary,PT Pembangunan Jaya Ancol,,,
3549,Xuzhou Xingtong Urban Construction Investment Holding Group Co Ltd,,China,Industrials,Xuzhou Xingtong Urban Construction Investment Holding Group Co Ltd,,,
3550,Mapletree Industrial Trust Treasury Co Pte Ltd,,Singapore,Real Estate,Temasek Holdings (Pte) Ltd,,,
3551,ENN Clean Energy International Investment Ltd,,China,Materials,ENN Natural Gas Co Ltd,,,
3552,Shanghai Fengxian New City Construction Co Ltd,,China,Real Estate,Shanghai Fengxian New City Construction Co Ltd,,,
3553,Changi Airport Group (Singapore) Pte Ltd,,Singapore,Industrials,Changi Airport Group (Singapore) Pte Ltd,,,
3554,CNH Industrial Capital Australia Receivables Trust Series 2021-1,,Australia,Consumer Discretionary,CNH Industrial NV,,,
3555,eHi Car Services Ltd,,China,Industrials,eHi Car Services Ltd,,,
3556,Rojana Industrial Park pcl,,Thailand,Industrials,Rojana Industrial Park pcl,,,
3557,Putrajaya Holdings Sdn Bhd,,Malaysia,Industrials,Putrajaya Holdings Sdn Bhd,,,
3558,Agile Group Holdings Ltd,,China,Real Estate,Top Coast Investment Ltd,,,
3559,Hopson Development Holdings Ltd,,China,Real Estate,Hopson Development Holdings Ltd,,,
3560,Evergrande Real Estate Group Co Ltd,,China,Real Estate,Xin Xin (BVI) Ltd,,,
3561,Cathay Pacific MTN Financing (HK) Ltd,,Hong Kong,Industrials,Cathay Pacific Airways Ltd,,,
3562,Rudong County Tongtai Investment Group Co Ltd,,China,Industrials,Rudong County Tongtai Investment Group Co Ltd,,,
3563,CRCC Hean Ltd,,China,Industrials,China Railway Construction Group Co Ltd,,,
3564,VLL International Inc,,Philippines,Real Estate,Vista Land & Lifescapes Inc,,,
3565,AVIC International Holding (HK) Ltd,,China,Utilities,Continental Aerospace Technologies Holding Ltd,,,
3566,Beijing New Building Materials (Group) Co Ltd,,China,Industrials,China National Building Material Group Co Ltd,,,
3567,GLP Pte Ltd,,China,Real Estate,GLP Pte Ltd,,,
3568,Yanlord Land (HK) Co Ltd,,China,Real Estate,Yanlord Land Group Ltd,,,
3569,Yueyang Communications Construction Investment Group Co Ltd,,China,Industrials,Yueyang Communications Construction Investment Group Co Ltd,,,
3570,Pingjiang County City Construction Investment Co Ltd,,China,Industrials,Pingjiang County City Construction Investment Co Ltd,,,
3571,Guangan Xinhong Investment Holdings Co Ltd,,China,Industrials,Guangan Xinhong Investment Holdings Co Ltd,,,
3572,Zhejiang Changxing Huantaihu Economic Investment Development Co Ltd,,China,Real Estate,Zhejiang Changxing Huantaihu Economic Investment Development Co Ltd,,,
3573,Shaodong New Area Development Construction Investment Co Ltd,,China,Industrials,Shaodong New Area Development Construction Investment Co Ltd,,,
3574,Country Garden Holdings Co Ltd,,China,Real Estate,Concrete Win Ltd,,,
3575,Hubei Xianning Gaoxin Investment Group Co Ltd,,China,Industrials,Hubei Xianning Gaoxin Investment Group Co Ltd,,,
3576,Dazhi Zhenheng City Development Investment Co Ltd,,China,Real Estate,Dazhi Zhenheng City Development Investment Co Ltd,,,
3577,Jian Jialuling Investment Development Co Ltd,,China,Real Estate,Jian Jialuling Investment Development Co Ltd,,,
3578,Mianyang Xinxing Investment Holding Co Ltd,,China,Industrials,Mianyang Xinxing Investment Holding Co Ltd,,,
3579,Ningbo Haishu Development Construction Investment Group Co Ltd,,China,Real Estate,Ningbo Haishu Development Construction Investment Group Co Ltd,,,
3580,Shangyu Hangzhou Bay New Region City Construction Investment Development Co Ltd,,China,Industrials,Shangyu Hangzhou Bay New Region City Construction Investment Development Co Ltd,,,
3581,Jinhua Jindong City Construction Investment Group Co Ltd,,China,Industrials,Jinhua Jindong City Construction Investment Group Co Ltd,,,
3582,Jiangsu Wuxi Huikai Economy Development Group Co Ltd,,China,Real Estate,Jiangsu Wuxi Huikai Economy Development Group Co Ltd,,,
3583,Sichuan Chengnan Expressway Co Ltd,,China,Industrials,Sichuan Chengnan Expressway Co Ltd,,,
3584,Fujian Fuqing Nuclear Power Co Ltd,,China,Utilities,Fujian Fuqing Nuclear Power Co Ltd,,,
3585,Yaskawa Electric Corp,,Japan,Consumer Discretionary,Yaskawa Electric Corp,,,
3586,Sekisui House Reit Inc,,Japan,Real Estate,Sekisui House Ltd,,,
3587,BBGI pcl,,Thailand,Materials,BBGI pcl,,,
3588,SKYCITY Entertainment Group Ltd,,New Zealand,Consumer Discretionary,SKYCITY Entertainment Group Ltd,,,
3589,Hubei Cultural Tourism Investment Group Co Ltd,,China,Industrials,Hubei Culture & Tourism Group Co Ltd,,,
3590,Skyfame International Holdings Ltd,,China,Real Estate,Skyfame Realty (Holdings) Ltd,,,
3591,J Front Retailing Co Ltd,,Japan,Consumer Discretionary,J Front Retailing Co Ltd,,,
3592,Zhongyu Gas Holdings Ltd,,China,Utilities,Zhongyu Energy Holdings Ltd,,,
3593,Haixi Overseas Investment Co Ltd,,China,Industrials,Jiangsu Jinguan Investment Development Group Co Ltd,,,
3594,China Resources Power Investment Co Ltd,,China,Utilities,China Resources Co Ltd,,,
3595,Sojitz Corp,,Japan,Materials,Sojitz Corp,,,
3596,Keppel Land Ltd,,Singapore,Real Estate,Keppel Ltd,,,
3597,Holstein Milk Co Sdn Bhd,,Malaysia,Consumer Staples,Farm Fresh Bhd,,,
3598,AC First Genesis Bhd,,Malaysia,Real Estate,Belleview Sdn Bhd,,,
3599,Cheung Kong Infrastructure Finance (BVI) Ltd,,Hong Kong,Industrials,CK Hutchison Holdings Ltd,,,
3600,Greenland Hong Kong Holdings Ltd,,China,Real Estate,Greenland Holdings Group Corp Ltd,,,
3601,Kenedix Residential Next Investment Corp,,Japan,Real Estate,Sumitomo Mitsui Finance & Leasing Co Ltd,,,
3602,Kulim Technology Park Corp Sdn Bhd,,Malaysia,Real Estate,Kulim Technology Park Corp Sdn Bhd,,,
3603,Wealthy Vision Holdings Ltd,,China,Financials,Jiangsu Shagang Group Co Ltd,,,
3604,Peet Ltd,,Australia,Real Estate,Peet Ltd,,,
3605,THP Suria Mekar Sdn Bhd,,Malaysia,Consumer Staples,TH Plantations Bhd,,,
3606,CLP Power Hong Kong Financing Ltd,,Hong Kong,Utilities,CLP Holdings Ltd,,,
3607,Datang Group Holdings Ltd,,China,Real Estate,Datang Group Holdings Ltd,,,
3608,China State Construction Finance (Cayman) I Ltd,,Hong Kong,Industrials,China State Construction Engineering Corp,,,
3609,Mapletree North Asia Commercial Trust,,Singapore,Real Estate,Temasek Holdings (Pte) Ltd,,,
3610,Huizhou Transportation Investment Group Co Ltd,,China,Industrials,Huizhou Transportation Investment Group Co Ltd,,,
3611,Generation 2021-1 Auto Loans ABS,,China,Financials,Geely Automobile Holdings Ltd,,,
3612,Keppel Infrastructure Trust,,Singapore,Utilities,CitySpring Infrastructure Management Pte Ltd,,,
3613,Huiyi 2021-1 RMBS,,China,Financials,CITIC Group Corp,,,
3614,China Hongqiao Group Ltd,,China,Materials,Shiping Prosperity Pvt Trust Co,,,
3615,Huiyi 2021-2 RMBS,,China,Financials,CITIC Group Corp,,,
3616,E-House (China) Enterprise Holdings Ltd,,China,Real Estate,E-House (China) Holdings Ltd,,,
3617,ANA Holdings Inc,,Japan,Industrials,ANA Holdings Inc,,,
3618,Yanzhou Coal Mining Co Ltd,,China,Materials,Shandong Energy Group Co Ltd,,,
3619,Huiyi 2021-3 RMBS,,China,Financials,CITIC Group Corp,,,
3620,Youyuanjiahe 2021 -1 RMBS,,China,Financials,China Post Group Corp Ltd,,,
3621,Bavarian Sky- Herald International Financial Leasing Co Ltd 2021-1 ABN,,China,Industrials,BMW,,,
3622,PT Indofood CBP Sukses Makmur Tbk,,Indonesia,Consumer Staples,First Pacific Co Ltd,,,
3623,Shinsun Holdings (Group) Co Ltd,,China,Real Estate,Shinsun Holdings (Group) Co Ltd,,,
3624,Kyoei Steel Ltd,,Japan,Materials,Kyoei Steel Ltd,,,
3625,Driver China Eleven 2021-1,,China,Financials,Porsche Automobil Holding SE,,,
3626,NagaCorp Ltd,,Cambodia,Consumer Discretionary,NagaCorp Ltd,,,
3627,Changying 2021-2 Auto Loans ABS,,China,Consumer Discretionary,Baoding Great Wall Holdings Group Co Ltd,,,
3628,Guangdong Huizhou Pinghai Power Station Co Ltd,,China,Utilities,Guangdong Huizhou Pinghai Power Station Co Ltd,,,
3629,Jingrui Properties (Group) Co Ltd,,China,Real Estate,Jingrui Holdings Ltd,,,
3630,PCPD Capital Ltd,,Hong Kong,Real Estate,PCCW Ltd,,,
3631,Goucheng International Co Ltd,,China,Financials,Ninghai City Construction Investment Development Co Ltd,,,
3632,Shengshi Rongdi 2021-1 Auto Loan ABS,,China,Financials,BYD Co Ltd,,,
3633,Seibu Holdings Inc,,Japan,Consumer Discretionary,Seibu Holdings Inc,,,
3634,China Coal Energy Co Ltd,,China,Materials,China National Coal Group Corp,,,
3635,China Electronics Technology Group Corp,,China,Consumer Discretionary,China Electronics Technology Group Corp,,,
3636,Hunan Wujo Light Industry & Chemicals Group Co Ltd,,China,Materials,Hunan Wujo Light Industry & Chemicals Group Co Ltd,,,
3637,Hangzhou Yuhang Transportation Group Co Ltd,,China,Industrials,Hangzhou Yuhang Transportation Group Co Ltd,,,
3638,Leaguer Group Co Ltd,,China,Financials,Shenzhen Investment Holdings Co Ltd,,,
3639,Holley Group Co Ltd,,China,noinfo,Holley Group Co Ltd,,,
3640,Taizhou Circular Economy Development Co Ltd,,China,Real Estate,Taizhou Circular Economy Development Co Ltd,,,
3641,Jiaxing International Business District Investment & Construction Co Ltd,,China,Real Estate,Jiaxing International Business District Investment & Construction Co Ltd,,,
3642,Sichuan New Energy Power Co Ltd,,China,Materials,Sichuan Development Holding Co Ltd,,,
3643,Dalian Equipment Investment Group Co Ltd,,China,Industrials,Dalian Equipment Investment Group Co Ltd,,,
3644,Aux Group Co Ltd,,China,Industrials,Ningbo Yuanxing Industry Investment Co Ltd,,,
3645,Guangzhou City Construction Investment Group Co Ltd,,China,Industrials,Guangzhou City Construction Investment Group Co Ltd,,,
3646,Lujiang City Construction Investment Co Ltd,,China,Real Estate,Lujiang City Construction Investment Co Ltd,,,
3647,Sichuan Expressway Co Ltd,,China,Industrials,Sichuan Expressway Co Ltd,,,
3648,Liuzhou Dongtong Investment Development Co Ltd,,China,Real Estate,Guangxi Liuzhou Investment Holding Group Co Ltd,,,
3649,Liuzhou Investment Holding Co Ltd,,China,noinfo,Guangxi Liuzhou Investment Holding Group Co Ltd,,,
3650,Sinohydro Bureau 11 Co Ltd,,China,Industrials,Sinohydro Bureau 11 Co Ltd,,,
3651,Nanjing Jiangning Binjiang New Town Development & Construction Co Ltd,,China,Industrials,Nanjing Jiangning Binjiang New Town Development & Construction Co Ltd,,,
3652,Zhejiang Hisun Group Co Ltd,,China,Health Care,Taizhou Jiaojiang District State-owned Assets Operation Co Ltd,,,
3653,Chongqing Free Trade Port Area Development Management Group Co Ltd,,China,Real Estate,Chongqing Free Trade Port Area Development Management Group Co Ltd,,,
3654,Chongqing Yukang Asset Management Co Ltd,,China,Financials,China Resources Co Ltd,,,
3655,Zhaoqing Guolian Investment Holdings Co Ltd,,China,Industrials,Zhaoqing Guolian Investment Holdings Co Ltd,,,
3656,Nantong Sutong Technology Park Development Holding Co Ltd,,China,Real Estate,Nantong Sutong Holding Group Co Ltd,,,
3657,Pingxiang Huifeng Investment Co Ltd,,China,Real Estate,Pingxiang Huifeng Investment Co Ltd,,,
3658,ShaanXi Provincial Natural Gas Co Ltd,,China,Utilities,Shaanxi Yanchang Petroleum (Group) Co Ltd,,,
3659,F&N Treasury Pte Ltd,,Singapore,noinfo,Thai Charoen Corp Group - TCC Group,,,
3660,Generation 2021-2 Auto Loans ABS,,China,Financials,Geely Automobile Holdings Ltd,,,
3661,Shanghe 2021-1 Green Auto Loan Backed Securitization,,China,Financials,SAIC,,,
3662,Starzen Co Ltd,,Japan,Consumer Staples,Starzen Co Ltd,,,
3663,Seawings (HK) Co Ltd,,China,Industrials,Wuxi Communications Industry Group Co Ltd,,,
3664,Beijing Hyundai Auto Finance Co Ltd,,China,Financials,Beijing Hyundai Motor Co Ltd,,,
3665,Wesfarmers Ltd,,Australia,Consumer Discretionary,Wesfarmers Ltd,,,
3666,Changzhou Rail Transport Development Co Ltd,,China,Industrials,Changzhou Rail Transport Development Co Ltd,,,
3667,Sports Toto Malaysia Sdn Bhd,,Malaysia,Consumer Discretionary,Berjaya Corp Bhd,,,
3668,Tokai Carbon Co Ltd,,Japan,Materials,Tokai Carbon Co Ltd,,,
3669,PT Gajah Tunggal Tbk,,Indonesia,Consumer Discretionary,PT Gajah Tunggal Tbk,,,
3670,Wuzhen industrial (Tongxiang) Co Ltd,,China,Real Estate,Wuzhen industrial (Tongxiang) Co Ltd,,,
3671,Zixing City Construction Investment Co Ltd,,China,Industrials,Zixing City Construction Investment Co Ltd,,,
3672,Mashang Xiaofei Finance Co Ltd,,China,Consumer Discretionary,Mashang Xiaofei Finance Co Ltd,,,
3673,Xinjiang Beixin Road & Bridge Group Co Ltd,,China,Industrials,Xinjiang Beixin Road & Bridge Group Co Ltd,,,
3674,Xinxing Ductile Iron Pipes Co Ltd,,China,Materials,Xinxing Ductile Iron Pipes Co Ltd,,,
3675,Senior Beneficial Interest 202105 (Contract No 210269),,Japan,Industrials,Senior Beneficial Interest 202105 (Contract No 210269),,,
3676,Youyuanjiahe 2021 -2 RMBS,,China,Financials,China Post Group Corp Ltd,,,
3677,Bavarian Sky Zhixin Auto Mortgage Loan 2021-2 ABS,,China,Industrials,BMW,,,
3678,China Oil & Gas Group Ltd,,Hong Kong,Utilities,China Oil & Gas Group Ltd,,,
3679,Ganzhou Hengzhi Co Ltd,,China,Real Estate,Ganzhou Hengzhi Co Ltd,,,
3680,Guangan Economics Technology Development Zone Hengsheng Investment Development Co Ltd,,China,Industrials,Guangan Economics Technology Development Zone Hengsheng Investment Development Co Ltd,,,
3681,Hangzhou Fuyang Chengtou Group (HK) Ltd,,China,Industrials,Hangzhou Fuyang City Construction Investment Group Co Ltd,,,
3682,CCCC First Harbor Engineering Co Ltd,,China,Industrials,China Communications Construction Group Co Ltd,,,
3683,Beijing Easyhome Investment Holding Group Co Ltd,,China,Consumer Discretionary,Beijing Zhongtian Jiye Investment Management Co Ltd,,,
3684,Wuhan Dangdai Science & Technology Industries (Group) Co Ltd,,China,noinfo,Wuhan Dangdai Science & Technology Industries (Group) Co Ltd,,,
3685,Li & Fung Ltd,,Hong Kong,Consumer Discretionary,King Lun Holdings Ltd,,,
3686,Shui On Development (Holding) Ltd,,China,Real Estate,Shui On Co Ltd,,,
3687,Leading Holdings Group Ltd,,China,Real Estate,Leading Holdings Group Ltd,,,
3688,Hong Run International Co Ltd,,China,Industrials,Taixing Hongqiao Industrial Development Co Ltd,,,
3689,BCEG (HongKong) Co Ltd,,China,Industrials,Beijing Construction Engineering Group Co Ltd,,,
3690,Hebei Jointo Energy Investment Co Ltd,,China,Utilities,Hebei Construction & Investment Group Co Ltd,,,
3691,LLITST Finance Pty Ltd,,Australia,Real Estate,Lendlease International Towers Sydney Trust,,,
3692,Ningbo Rail Transit Group Co Ltd,,China,Real Estate,Ningbo Rail Transit Group Co Ltd,,,
3693,CK Property Finance (MTN) Ltd,,Hong Kong,Real Estate,CK Hutchison Holdings Ltd,,,
3694,Capitaland China Trust,,China,Real Estate,Temasek Holdings (Pte) Ltd,,,
3695,Emeco Pty Ltd,,Australia,Industrials,Emeco Holdings Ltd,,,
3696,Zhongyuan Zhicheng Co Ltd,,China,Industrials,Zhongyuan Yuzi Investment Holding Group Co Ltd,,,
3697,Aspial Treasury Pte Ltd,,Singapore,Consumer Discretionary,Aspial Corp Ltd,,,
3698,West China Cement Ltd,,China,Industrials,West China Cement Ltd,,,
3699,Dees Supreme Co Ltd,,Thailand,Industrials,Dees Supreme Co Ltd,,,
3700,Weihai Wendeng District City Asset Management Co Ltd,,China,Industrials,Weihai Wendeng District City Asset Management Co Ltd,,,
3701,Rongfa 2021-1 Retail Auto Mortgage Loan Securitization,,China,Financials,Stellantis NV,,,
3702,Silver Arrow China 2021-1 Retail Auto Loan Asset Backed Notes Trust,,China,Financials,Mercedes-Benz Group AG,,,
3703,Jiangsu Zhangjiagang Economic Development Zone Industry Corp,,China,Industrials,Jiangsu Zhangjiagang Economic Development Zone Industry Corp,,,
3704,Hunan Changde Deyuan Investment Development Co Ltd,,China,Industrials,Hunan Changde Deyuan Investment Development Co Ltd,,,
3705,Nanjing Tangshan Construction Investment & Development Co Ltd,,China,Industrials,Nanjing Tangshan Construction Investment & Development Co Ltd,,,
3706,Peixian State-owned Assets Management Co Ltd,,China,Industrials,Peixian State-owned Assets Management Co Ltd,,,
3707,Liaocheng Xingye Economic Development Co Ltd,,China,Industrials,Liaocheng Xingye Economic Development Co Ltd,,,
3708,Xuzhou Jinlong Lake Holding Group Co Ltd,,China,Real Estate,Xuzhou Jinlong Lake Holding Group Co Ltd,,,
3709,Luzhou Hi-tech Investment Group Co Ltd,,China,Industrials,Luzhou Hi-tech Investment Group Co Ltd,,,
3710,Bluestar Finance Holdings Ltd,,China,Materials,Sinochem Holdings Corp Ltd,,,
3711,Green Cross Corp (South Korea),,South Korea,Health Care,Green Cross Holdings Corp,,,
3712,Daewoo Engineering & Construction Co Ltd,,South Korea,Industrials,KDB Bank,,,
3713,Gaon Cable Co Ltd,,South Korea,Materials,LS Corp,,,
3714,Lotte Food Co Ltd,,South Korea,Consumer Staples,Lotte Corp,,,
3715,GS Caltex Corp,,South Korea,Energy,GS Caltex Corp,,,
3716,SGC Energy Co Ltd,,South Korea,Utilities,SGC Energy Co Ltd,,,
3717,DB Insurance Co Ltd,,South Korea,Financials,DB Inc,,,
3718,Dongbu Corp,,South Korea,Industrials,Keystone Private Equity Co Ltd,,,
3719,Sajo Industries Co Ltd,,South Korea,Consumer Staples,SajoDaerim Corp,,,
3720,Yulchon Chemical Co Ltd,,South Korea,Materials,Yulchon Chemical Co Ltd,,,
3721,Kwang Dong Pharmaceutical Co Ltd,,South Korea,Health Care,Kwang Dong Pharmaceutical Co Ltd,,,
3722,Hansol Chemical Co Ltd,,South Korea,Materials,Hansol Paper Co Ltd,,,
3723,KCC Engineering & Construction Co Ltd,,South Korea,Industrials,KCC Engineering & Construction Co Ltd,,,
3724,POSCO Engineering & Construction Co Ltd,,South Korea,Industrials,POSCO Holdings Inc,,,
3725,LOTTE Global Logistics Co Ltd,,South Korea,Industrials,LOTTE Global Logistics Co Ltd,,,
3726,Doosan Infracore Co Ltd,,South Korea,Industrials,HD Hyundai Infracore Co Ltd,,,
3727,SK E&S Co Ltd,,South Korea,Utilities,SK Inc,,,
3728,Seah Holdings Corp,,South Korea,Materials,Seah Holdings Corp,,,
3729,Halla Holdings Corp,,South Korea,Consumer Discretionary,Halla Corp,,,
3730,Hanwha E&C,,South Korea,Industrials,Hanwha Group,,,
3731,GS E&R Corp,,South Korea,Utilities,GS Holdings Corp,,,
3732,SaraminHR Co Ltd,,South Korea,Industrials,SaraminHR Co Ltd,,,
3733,Daesung Energy Co Ltd,,South Korea,Utilities,Daesung Group,,,
3734,Farm Hannong Co Ltd,,South Korea,Materials,LG Chem Ltd,,,
3735,SK Global Chemical Co Ltd,,South Korea,Materials,SK Inc,,,
3736,Mando Corp,,South Korea,Consumer Discretionary,HL Mando Co Ltd,,,
3737,Hyundai Development Co,,South Korea,Industrials,Hyundai Development Co,,,
3738,Kintetsu World Express Inc,,Japan,Industrials,Kintetsu Group Holdings Co Ltd,,,
3739,Suntory Beverage & Food Ltd,,Japan,Consumer Staples,Kotobuki Fudosan Co Ltd,,,
3740,Ningbo Raw Water Co Ltd,,China,Utilities,Ningbo Raw Water Co Ltd,,,
3741,Hyundai Oilbank Co Ltd,,South Korea,Energy,Hyundai Heavy Industries Holdings Co Ltd,,,
3742,Hyundai Motor Co,,South Korea,Consumer Discretionary,Hyundai Motor Co,,,
3743,GS Engineering & Construction Corp,,South Korea,Industrials,GS Holdings Corp,,,
3744,Hyundai Corp Holdings Co Ltd,,South Korea,Consumer Staples,Hyundai Corp Holdings Co Ltd,,,
3745,Parnas Hotel Co Ltd,,South Korea,Consumer Discretionary,GS Holdings Corp,,,
3746,Pan Ocean Co Ltd,,South Korea,Industrials,Harim Holdings Co Ltd,,,
3747,Kolon Industries Inc,,South Korea,Materials,Kolon Corp,,,
3748,Hyosung Heavy Industries Corp,,South Korea,Industrials,Hyosung Heavy Industries Corp,,,
3749,Hyosung Advanced Materials Corp,,South Korea,Consumer Discretionary,Hyosung Advanced Materials Corp,,,
3750,Vena Energy Capital Pte Ltd,,Singapore,Utilities,Vena Energy Pte Ltd,,,
3751,Qingdao West Coast Development Group Co Ltd,,China,Real Estate,Qingdao Haifa State-owned Capital Investment & Operation Group Co Ltd,,,
3752,Sansheng Holdings (Group) Co Ltd,,Hong Kong,Real Estate,Mega Regal Ltd,,,
3753,Beijing Banking & Insurance Business Park Investment Holding Co Ltd,,China,Real Estate,Beijing City Shijingshan District State-owned Asset Management Co Ltd,,,
3754,China South Industries Group Co Ltd,,China,Consumer Discretionary,China South Industries Group Co Ltd,,,
3755,Lianyungang Agriculture Development Group Co Ltd,,China,noinfo,Lianyungang Agriculture Development Group Co Ltd,,,
3756,Chengtong Real Estate Investment Co Ltd,,China,Real Estate,Chengtong Real Estate Investment Co Ltd,,,
3757,Anhui Province Energy Group Co Ltd,,China,Utilities,Anhui Province Energy Group Co Ltd,,,
3758,Ezhou Xinhangcheng Infrastructure Construction Co Ltd,,China,Industrials,Ezhou Xinhangcheng Infrastructure Construction Co Ltd,,,
3759,Kia Corp,,South Korea,Consumer Discretionary,Hyundai Motor Co,,,
3760,Coway Holdings Inc,,South Korea,Consumer Discretionary,MBK Partners Ltd,,,
3761,Xiaomi Best Time International Ltd,,China,Communication Services,Xiaomi Corp,,,
3762,LSA Holdings Co Ltd,,South Korea,Materials,LSA Holdings Co Ltd,,,
3763,Hyundai Wia Corp,,South Korea,Consumer Discretionary,Hyundai Wia Corp,,,
3764,Korea Aerospace Industries Ltd,,South Korea,Industrials,Korea Aerospace Industries Ltd,,,
3765,Daesang Holdings Co Ltd,,South Korea,noinfo,Daesang Holdings Co Ltd,,,
3766,Hyundai Construction Equipment Co Ltd,,South Korea,Industrials,Hyundai Construction Equipment Co Ltd,,,
3767,Maeil Dairies Co Ltd,,South Korea,Consumer Staples,Maeil Dairies Co Ltd,,,
3768,Hyundai Heavy Industries Holdings Co Ltd,,South Korea,Energy,Hyundai Heavy Industries Holdings Co Ltd,,,
3769,Aoyuan Group Co Ltd,,China,Industrials,Asia Square Holdings Ltd,,,
3770,Guangzhou Panyu Haiyi Real Estate Development Co Ltd,,China,Real Estate,Star River Group Ltd,,,
3771,Inner Mongolia Mengniu Dairy (Group) Co Ltd,,China,Consumer Staples,China Mengniu Dairy Co Ltd,,,
3772,Rongqiao Group Co Ltd,,China,Real Estate,Rongqiao Group Co Ltd,,,
3773,Eastern Air Overseas (Hong Kong) Co Ltd,,Hong Kong,Industrials,China Eastern Air Holding Co Ltd,,,
3774,Fuzhou City Construction Development Group Co Ltd,,China,Industrials,Fuzhou Urban Construction Investment Group Co Ltd,,,
3775,Bright Galaxy International Ltd,,China,Real Estate,Beijing State-owned Capital Operation & Management Co Ltd,,,
3776,Hunan Youzhou State-owned Investment Group Co Ltd,,China,Industrials,Hunan Youzhou State-owned Investment Group Co Ltd,,,
3777,Guangxi Liugong Machinery Co Ltd,,China,Industrials,Guangxi Liugong Machinery Co Ltd,,,
3778,Chongqing Degan Industrial Park Construction Co Ltd,,China,Industrials,Chongqing Jiangjin District Huashin Asset Management (Group) Co Ltd,,,
3779,Zunyi Investment (Group) Co Ltd,,China,Real Estate,Zunyi Investment (Group) Co Ltd,,,
3780,Edith Cowan University,,Australia,Industrials,Edith Cowan University,,,
3781,Keihan Holdings Co Ltd,,Japan,Industrials,Keihan Holdings Co Ltd,,,
3782,Huiyuan 2021-1 Non-performing Loans Securitization,,China,Financials,CITIC Group Corp,,,
3783,Shun Xin International Development Co Ltd,,China,Industrials,Yuyao Shuncai Investment Holdings Co Ltd,,,
3784,Zhejiang Energy International Ltd,,China,noinfo,Zhejiang Energy Group Co Ltd,,,
3785,Estate Sky Ltd,,Hong Kong,Real Estate,Digisino Assets Ltd,,,
3786,Expand Lead Ltd,,China,Real Estate,China Minmetals Corp,,,
3787,Open House Co Ltd,,Japan,Real Estate,Open House Group Co Ltd,,,
3788,Yankuang Group (Cayman) Ltd,,China,Materials,Shandong Energy Group Co Ltd,,,
3789,Toyota Glory 2021-1 Auto Loan Credit Asset-backed Securities,,China,Financials,Toyota Motor Corp,,,
3790,Nagatanien Holdings Co Ltd,,Japan,Consumer Staples,Nagatanien Holdings Co Ltd,,,
3791,FLCT Treasury Pte Ltd,,Singapore,Real Estate,Thai Charoen Corp Group - TCC Group,,,
3792,Fuzhou Linchuan District City Construction Development Investment Co Ltd,,China,Industrials,Fuzhou Linchuan District City Construction Development Investment Co Ltd,,,
3793,Guohua Life Insurance Co Ltd,,China,Financials,Hubei Biocause Pharmaceutical Co Ltd,,,
